root,26995,0.0,0.3,235580,14116,?,Ss,May18,0:00,sshd:,avi_fivetran_com,[priv],05-19-2020_02:59:41
avi_fiv+,27011,0.0,0.1,235580,5008,?,S,May18,0:00,sshd:,avi_fivetran_com@pts/0,05-19-2020_02:59:41
root,27543,0.0,0.3,232880,13412,?,Ss,May18,0:00,sshd:,fivetran,[priv],05-19-2020_02:59:41
fivetran,27750,0.0,0.1,232880,5040,?,S,May18,0:01,sshd:,fivetran,05-19-2020_02:59:41
root,32255,0.0,0.3,232880,13580,?,Ss,01:51,0:00,sshd:,fivetran,[priv],05-19-2020_02:59:41
fivetran,32427,0.0,0.1,232880,5164,?,S,01:51,0:00,sshd:,fivetran,05-19-2020_02:59:41
root,26995,0.0,0.3,235580,14116,?,Ss,May18,0:00,sshd:,avi_fivetran_com,[priv],05-19-2020_02:59:51
avi_fiv+,27011,0.0,0.1,235580,5008,?,S,May18,0:00,sshd:,avi_fivetran_com@pts/0,05-19-2020_02:59:51
